20182601|1000001|1543548523|1546226923
20182616|1000083|1543548523|1546226923
20182636|1000040|1543548523|1546226923
20182603|1000037|1543548523|1546226923
20182618|1000027|1543548523|1546226923
20182615|1000064|1543548523|1546226923
20182612|1000056|1543548523|1546226923
20182632|1000072|1543548523|1546226923
20182641|1000086|1543548523|1546226923
20182603|1000084|1543548523|1546226923
20182646|1000052|1543548523|1546226923
20182638|1000092|1543548523|1546226923
20182642|1000067|1543548523|1546226923
20182640|1000038|1543548523|1546226923
20182644|1000023|1543548523|1546226923
20182600|1000073|1543548523|1546226923
20182616|1000081|1543548523|1546226923
20182645|1000021|1543548523|1546226923
20182648|1000091|1543548523|1546226923
20182643|1000028|1543548523|1546226923
